Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow IAT Mean,Flow IAT Std,Packet Length Mean,Packet Length Std,Average Packet Size,Active Mean,Idle Mean,Protocol,target
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
46910,2,2,92.0,170.0,15636.666666666668,27077.43899140636,61.6,21.36117974270148,77.0,0.0,0.0,17,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
20835,2,2,100.0,156.0,6945.0,12023.896706143149,61.2,15.336231610144653,76.5,0.0,0.0,17,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
797,4,0,129.0,0.0,265.66666666666663,457.5503615268306,35.0,17.464249196572982,43.75,0.0,0.0,6,0
109,2,2,12.0,12.0,36.33333333333333,61.19912853410033,6.0,0.0,7.5,0.0,0.0,6,1
47,2,0,12.0,0.0,47.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
49,2,0,12.0,0.0,49.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
41044,1,1,6.0,6.0,41044.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
5493994,5,2,18.0,0.0,915665.6666666664,2222763.152061656,2.25,3.1052950170405937,2.5714285714285716,0.0,0.0,6,0
21196,2,2,86.0,118.0,7065.333333333334,12233.18618894249,49.4,8.763560920082657,61.75,0.0,0.0,17,0
1,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0
21000,2,2,80.0,112.0,7000.0,12119.159500559434,46.4,8.763560920082657,58.0,0.0,0.0,17,0
28432564,6,0,36.0,0.0,5686512.8,7854121.882344468,6.0,0.0,7.0,1.0,14216257.5,6,1
50,2,2,12.0,12.0,16.666666666666664,28.867513459481287,6.0,0.0,7.5,0.0,0.0,6,1
53,2,2,12.0,12.0,17.666666666666664,28.867513459481287,6.0,0.0,7.5,0.0,0.0,6,1
10849547,22,17,6478.0,2346.0,285514.39473684214,1621056.3768737018,220.6,318.7360293569844,226.25641025641025,850628.0,9998915.0,6,0
4,3,0,68.0,0.0,2.0,1.4142135623730951,24.75,12.5,33.0,0.0,0.0,6,0
2,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0
298,3,0,0.0,0.0,149.0,209.3036072312181,0.0,0.0,0.0,0.0,0.0,6,0
80,2,2,12.0,12.0,26.666666666666664,42.72391992003231,6.0,0.0,7.5,0.0,0.0,6,1
444,1,3,6.0,18.0,148.0,135.60235986147146,6.0,0.0,7.5,0.0,0.0,6,0
101,2,2,12.0,12.0,33.66666666666667,56.58032638058332,6.0,0.0,7.5,0.0,0.0,6,1
22518,2,2,60.0,250.0,7506.0,12996.443244211086,68.0,52.03364296299078,85.0,0.0,0.0,17,0
156,4,0,123.0,0.0,52.0,87.46999485537884,33.8,19.979989989987484,42.25,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
20625,2,2,82.0,114.0,6875.0,11902.653149613325,47.4,8.763560920082657,59.25,0.0,0.0,17,0
159,1,2,6.0,12.0,79.5,108.1873375215418,6.0,0.0,8.0,0.0,0.0,6,0
52,2,2,12.0,12.0,17.333333333333336,29.16047553338823,6.0,0.0,7.5,0.0,0.0,6,1
63,1,2,0.0,0.0,31.5,41.71930009000632,0.0,0.0,0.0,0.0,0.0,6,0
2,2,0,1192.0,0.0,2.0,0.0,784.3333333333333,652.4058041842771,1176.5,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
101,2,2,12.0,12.0,33.66666666666667,56.58032638058332,6.0,0.0,7.5,0.0,0.0,6,1
20756,2,2,100.0,356.0,6918.666666666666,11979.152070715743,101.2,70.10848736066126,126.5,0.0,0.0,17,0
110,2,2,12.0,12.0,36.66666666666667,61.776478803289955,6.0,0.0,7.5,0.0,0.0,6,1
7330401,2,8,0.0,0.0,814489.0,1467070.281983024,0.0,0.0,0.0,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
62583888,10,8,60.0,48.0,3681405.176470588,7949726.750282822,6.0,0.0,6.333333333333332,76.25,15645883.5,6,1
21488,2,2,94.0,206.0,7162.666666666666,12403.504518213123,69.4,30.672463220289305,86.75,0.0,0.0,17,0
67692148,14,6,84.0,36.0,3562744.6315789483,5504510.6962259915,6.0,0.0,6.3,50.33333333333333,11281974.333333336,6,1
20737,2,2,76.0,180.0,6912.333333333334,11967.316379762558,58.8,28.48157299026864,73.5,0.0,0.0,17,0
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
115,2,2,12.0,12.0,38.33333333333333,33.842773723992146,6.0,0.0,7.5,0.0,0.0,6,1
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
114,2,2,12.0,12.0,38.0,32.90896534380867,6.0,0.0,7.5,0.0,0.0,6,1
360714,7,2,780.0,0.0,45089.25,106980.41787669102,78.0,159.71850237214218,86.66666666666669,0.0,0.0,6,0
101,2,2,12.0,12.0,33.66666666666667,57.44852768638491,6.0,0.0,7.5,0.0,0.0,6,1
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
41180955,12,8,72.0,48.0,2167418.684210526,4889530.313137064,6.0,0.0,6.3,50.5,12962133.666666664,6,1
185,1,2,6.0,12.0,92.5,127.98632739476508,6.0,0.0,8.0,0.0,0.0,6,0
26678,1,1,6.0,6.0,26678.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
1,2,0,430.0,0.0,1.0,0.0,276.3333333333333,212.4648990617823,414.5,0.0,0.0,6,0
3371030,4,0,24.0,0.0,1123676.6666666665,1946265.077946304,6.0,0.0,7.5,0.0,0.0,6,1
20856,2,2,80.0,202.0,6952.0,12036.887097584657,64.4,33.411076007815126,80.5,0.0,0.0,17,0
48,2,0,12.0,0.0,48.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
45617,2,2,48.0,176.0,15205.666666666668,26331.79107720045,49.6,35.05424368033063,62.0,0.0,0.0,17,0
54,2,2,12.0,12.0,18.0,29.44486372867091,6.0,0.0,7.5,0.0,0.0,6,1
20856,2,2,78.0,200.0,6952.0,12036.887097584657,63.4,33.411076007815126,79.25,0.0,0.0,17,0
21055,2,2,100.0,156.0,7018.333333333334,12150.913765364863,61.2,15.336231610144653,76.5,0.0,0.0,17,0
88,2,2,12.0,12.0,29.333333333333336,49.074772881118186,6.0,0.0,7.5,0.0,0.0,6,1
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
20789,2,2,58.0,166.0,6929.666666666666,11998.204629582431,50.6,29.57701810527897,63.25,0.0,0.0,17,0
55389,1,1,6.0,6.0,55389.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
48,2,0,12.0,0.0,48.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
21607,2,2,70.0,102.0,7202.333333333334,12472.209200191171,41.4,8.763560920082657,51.75,0.0,0.0,17,0
58,1,2,0.0,0.0,29.0,39.597979746446654,0.0,0.0,0.0,0.0,0.0,6,0
48,2,0,12.0,0.0,48.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
113538486,39,0,0.0,0.0,2987854.8947368427,4460659.5279066665,0.0,0.0,0.0,5.416666666666666,9461534.583333332,0,0
20704,2,2,90.0,122.0,6901.333333333334,11949.1298567441,51.4,8.763560920082657,64.25,0.0,0.0,17,0
1,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0
62632619,33,27,2314.0,18316.0,1061569.8135593224,7577276.637974283,338.19672131147564,571.6844648251381,343.83333333333326,1486436.0,58213374.0,6,0
39691122,12,6,72.0,36.0,2334771.8823529417,4981866.480893743,6.0,0.0,6.333333333333332,953061.6666666667,12277312.0,6,1
21084,2,2,64.0,204.0,7028.0,12165.92491346219,60.0,38.34057902536164,75.0,0.0,0.0,17,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
66070,2,2,62.0,94.0,22023.333333333336,38140.33614604535,37.4,8.763560920082657,46.75,0.0,0.0,17,0
46,2,0,12.0,0.0,46.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
51,2,0,12.0,0.0,51.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
98,2,2,12.0,12.0,32.66666666666667,55.71654452075553,6.0,0.0,7.5,0.0,0.0,6,1
54958,1,1,6.0,6.0,54958.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
22143,2,2,66.0,122.0,7381.0,12779.936893427915,44.2,15.336231610144653,55.25,0.0,0.0,17,0
3066139,3,2,0.0,0.0,766534.75,1513881.988395699,0.0,0.0,0.0,0.0,0.0,6,0
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
102,2,2,12.0,12.0,34.0,57.15767664977295,6.0,0.0,7.5,0.0,0.0,6,1
121,1,2,6.0,12.0,60.5,82.73149339882606,6.0,0.0,8.0,0.0,0.0,6,0
21576,2,2,62.0,254.0,7192.0,12450.847240248351,69.4,52.58136552049595,86.75,0.0,0.0,17,0
90541,1,1,6.0,6.0,90541.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
104,2,2,12.0,12.0,34.666666666666664,29.871948937646057,6.0,0.0,7.5,0.0,0.0,6,1
52,2,2,12.0,12.0,17.333333333333332,28.30783166074953,6.0,0.0,7.5,0.0,0.0,6,1
67979,6,7,860.0,3714.0,5664.916666666666,12999.45675409227,326.7142857142857,685.3897744036913,351.84615384615387,0.0,0.0,6,0
47,2,0,12.0,0.0,47.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
81540756,46,67,5038.0,11328.0,728042.4642857143,5727954.529812687,143.56140350877192,348.92111934314954,144.8318584070796,4061685.5,36677564.5,6,0
21706,2,2,76.0,154.0,7235.333333333334,12526.76879060731,53.6,21.36117974270148,67.0,0.0,0.0,17,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
205770,1,2,0.0,0.0,102885.0,145498.53393763115,0.0,0.0,0.0,0.0,0.0,6,0
108,2,2,12.0,12.0,36.0,30.51229260478471,6.0,0.0,7.5,0.0,0.0,6,1
118056341,32,34,4986.0,7032.0,1816251.4,10228678.646089,179.3731343283582,386.999171396063,182.0909090909091,215997.0,58781070.5,6,0
80,3,0,18.0,0.0,40.0,52.32590180780453,6.0,0.0,8.0,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
21928,2,2,100.0,156.0,7309.333333333334,12654.940550367404,61.2,15.336231610144653,76.5,0.0,0.0,17,0
67,2,2,12.0,12.0,22.333333333333336,36.95041722813605,6.0,0.0,7.5,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
29438,2,2,86.0,208.0,9812.666666666668,16991.70710474181,67.4,33.411076007815126,84.25,0.0,0.0,17,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
54,2,2,12.0,12.0,18.0,28.583211855912904,6.0,0.0,7.5,0.0,0.0,6,1
49,2,0,12.0,0.0,49.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
7237007,2,8,0.0,0.0,804111.8888888889,1440141.1788055229,0.0,0.0,0.0,0.0,0.0,6,0
65241918,10,6,60.0,36.0,4349461.2,8207170.659246498,6.0,0.0,6.375,70.0,16310404.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
124,2,2,12.0,12.0,41.33333333333333,37.09896674212549,6.0,0.0,7.5,0.0,0.0,6,1
3,2,0,12.0,0.0,3.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
20818,2,2,64.0,96.0,6939.333333333334,12014.08175156692,38.4,8.763560920082657,48.0,0.0,0.0,17,0
3,2,0,12.0,0.0,3.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
3875238,4,0,24.0,0.0,1291746.0,2237367.9704230595,6.0,0.0,7.5,0.0,0.0,6,1
103,2,2,12.0,12.0,34.33333333333333,57.735026918962575,6.0,0.0,7.5,0.0,0.0,6,1
1,2,0,430.0,0.0,1.0,0.0,276.3333333333333,212.4648990617823,414.5,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
76,1,2,0.0,0.0,38.0,52.32590180780453,0.0,0.0,0.0,0.0,0.0,6,0
52,2,2,12.0,12.0,17.333333333333336,28.29016319029166,6.0,0.0,7.5,0.0,0.0,6,1
287,1,3,6.0,18.0,95.66666666666669,84.73684755366659,6.0,0.0,7.5,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
54,2,2,12.0,12.0,18.0,28.583211855912904,6.0,0.0,7.5,0.0,0.0,6,1
68,1,2,0.0,12.0,34.0,43.84062043356594,3.0,3.4641016151377544,4.0,0.0,0.0,6,0
117725796,36,28,2780.0,9466.0,1868663.4285714289,10372461.72176703,188.4,357.42332219652377,191.34375,146693.0,58695553.5,6,0
0,2,0,268.0,0.0,0.0,0.0,168.33333333333331,118.93415545306291,252.5,0.0,0.0,6,0
90362,1,1,0.0,0.0,90362.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0
20689,2,2,66.0,98.0,6896.333333333334,11939.60356684146,39.4,8.763560920082657,49.25,0.0,0.0,17,0
117401492,16,16,518.0,888.0,3787144.903225806,14574284.759337544,45.54545454545456,44.341072177138216,46.96875,194534.0,58381541.5,6,0
115542,1,2,0.0,0.0,57771.0,81697.70328473132,0.0,0.0,0.0,0.0,0.0,6,0
28277,1,2,0.0,0.0,14138.5,19992.03002448726,0.0,0.0,0.0,0.0,0.0,6,0
106,2,2,12.0,12.0,35.33333333333333,59.46707772653146,6.0,0.0,7.5,0.0,0.0,6,1
21184,2,2,64.0,256.0,7061.333333333334,12227.124000897891,70.4,52.58136552049595,88.0,0.0,0.0,17,0
1,2,0,53.0,0.0,1.0,0.0,35.33333333333333,30.59956426705017,53.0,0.0,0.0,6,0
110361,16,16,1681.0,7472.0,3560.0322580645147,8874.496426967451,277.3636363636364,464.4192487789063,286.03125,0.0,0.0,6,0
101,2,2,12.0,12.0,33.66666666666667,56.58032638058332,6.0,0.0,7.5,0.0,0.0,6,1
56143,1,3,6.0,18.0,18714.333333333336,31302.752376322005,6.0,0.0,7.5,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
418415,6,0,132.0,0.0,83683.0,187115.2863945113,22.0,0.0,25.66666666666667,0.0,0.0,17,0
21382,2,2,92.0,170.0,7127.333333333334,12342.305389728992,61.6,21.36117974270148,77.0,0.0,0.0,17,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
84101,14,12,1735.0,7324.0,3364.0399999999986,8054.44645046035,335.5185185185185,508.9564263025312,348.4230769230768,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
103,2,2,12.0,12.0,34.333333333333336,29.02297940138699,6.0,0.0,7.5,0.0,0.0,6,1
109,1,2,6.0,12.0,54.5,72.8319984622144,6.0,0.0,8.0,0.0,0.0,6,0
885,4,0,102.0,0.0,295.0,510.089207884268,28.2,17.049926686059383,35.25,0.0,0.0,6,0
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
20744,2,2,90.0,146.0,6914.666666666666,11971.35783164689,56.2,15.336231610144653,70.25,0.0,0.0,17,0
127,2,2,12.0,12.0,42.33333333333333,71.5914333795136,6.0,0.0,7.5,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
24976,1,2,6.0,12.0,12488.0,17656.45632622809,6.0,0.0,8.0,0.0,0.0,6,0
212790,17,12,1712.0,5534.0,7599.642857142859,18078.78737988209,241.5333333333334,417.415920365662,249.86206896551724,0.0,0.0,6,0
12859135,20,21,2968.0,1194.0,321478.375,1365150.9522076375,99.09523809523812,170.6343701293914,101.51219512195122,411596.0,5538321.0,6,0
112,2,2,12.0,12.0,37.333333333333336,32.59345537578569,6.0,0.0,7.5,0.0,0.0,6,1
45,2,0,12.0,0.0,45.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
99,2,2,12.0,12.0,33.0,55.42562584220408,6.0,0.0,7.5,0.0,0.0,6,1
53423032,10,2,60.0,12.0,4856639.2727272725,7028818.945293115,6.0,0.0,6.5,25.5,13355732.25,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,31.0,0.0,1.0,0.0,20.666666666666664,17.8978583448784,31.0,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
24084,2,2,112.0,274.0,8028.0,13901.43978154781,88.4,44.36552715791847,110.5,0.0,0.0,17,0
20571,2,2,84.0,116.0,6857.0,11872.34227100954,48.4,8.763560920082657,60.5,0.0,0.0,17,0
108,2,2,12.0,12.0,36.0,60.62177826491071,6.0,0.0,7.5,0.0,0.0,6,1
112543123,38,34,3522.0,7328.0,1585114.408450704,3708854.5145141487,148.6301369863014,383.8736231152017,150.69444444444446,42515.72727272727,10185700.90909091,6,0
15374741,4,2,24.0,12.0,3074948.2,6875737.859849276,6.0,0.0,7.0,1.0,15374642.0,6,1
1,2,0,37.0,0.0,1.0,0.0,22.666666666666664,14.433756729740644,34.0,0.0,0.0,6,0
